,Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
67,Person search,2022-02-10T11:00:00+00:00,,,51.579634000000006,-2.823467,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
68,Vehicle search,2022-02-10T11:00:00+00:00,,,51.579634000000006,-2.823467,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
69,Person search,2022-02-10T21:00:00+00:00,,,51.817654,-3.0289490000000003,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
70,Vehicle search,2022-02-10T21:00:00+00:00,,,51.817654,-3.0289490000000003,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
71,Person search,2022-02-11T16:00:00+00:00,,,51.651568,-3.021266,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
72,Person search,2022-02-12T03:00:00+00:00,,,51.587088,-3.210467,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
73,Person search,2022-02-12T08:00:00+00:00,,,51.592969000000004,-2.974853,Male,18-24,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
74,Person search,2022-02-12T15:00:00+00:00,,,51.64703,-3.225823,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,
75,Person search,2022-02-12T17:00:00+00:00,,,51.6033,-3.232933,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,
76,Person search,2022-02-12T17:00:00+00:00,,,51.689231,-3.22896,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
77,Person search,2022-02-12T17:00:00+00:00,,,51.6033,-3.232933,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,
78,Person search,2022-02-12T18:00:00+00:00,,,51.581765000000004,-2.993072,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
79,Person search,2022-02-12T18:00:00+00:00,,,51.689101,-3.229332,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,
80,Person search,2022-02-12T18:00:00+00:00,,,51.689101,-3.229332,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,
81,Person search,2022-02-12T18:00:00+00:00,,,51.581765000000004,-2.993072,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
82,Person search,2022-02-13T00:00:00+00:00,,,51.642635999999996,-3.032959,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
83,Person search,2022-02-13T00:00:00+00:00,,,51.651568,-3.021266,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
84,Person search,2022-02-13T00:00:00+00:00,,,51.651568,-3.021266,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
85,Person search,2022-02-13T00:00:00+00:00,,,51.651568,-3.021266,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
86,Person search,2022-02-13T00:00:00+00:00,,,51.651568,-3.021266,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
87,Person search,2022-02-13T00:00:00+00:00,,,51.642635999999996,-3.032959,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
88,Person search,2022-02-13T07:00:00+00:00,,,,,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
89,Person search,2022-02-13T07:00:00+00:00,,,51.655273,-3.025368,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
90,Person search,2022-02-13T10:00:00+00:00,,,51.581286999999996,-2.8830150000000003,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
91,Vehicle search,2022-02-13T10:00:00+00:00,,,51.581286999999996,-2.8830150000000003,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
92,Vehicle search,2022-02-13T20:00:00+00:00,,,51.603136,-3.0944689999999997,,,,,Misuse of Drugs Act 1971 (section 23),,,,
93,Person search,2022-02-14T10:00:00+00:00,,,51.601562,-2.922884,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
94,Person search,2022-02-14T16:00:00+00:00,,,51.587854,-2.9950810000000003,Male,10-17,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,,Misuse of Drugs Act 1971 (section 23),,,,
95,Vehicle search,2022-02-16T15:00:00+00:00,,,51.826521,-3.0194,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
96,Person search,2022-02-16T15:00:00+00:00,,,51.826521,-3.0194,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
97,Vehicle search,2022-02-16T15:00:00+00:00,,,51.825922,-3.020069,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
98,Person search,2022-02-16T17:00:00+00:00,,,51.651568,-3.021266,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
99,Vehicle search,2022-02-17T14:00:00+00:00,,,51.817233,-3.027663,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
100,Person search,2022-02-17T14:00:00+00:00,,,51.817233,-3.027663,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
101,Person search,2022-02-17T15:00:00+00:00,,,51.781062,-3.206419,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
102,Person search,2022-02-17T17:00:00+00:00,,,51.644627,-3.021211,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
103,Person search,2022-02-17T17:00:00+00:00,,,51.645299,-3.018321,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
104,Person search,2022-02-17T23:00:00+00:00,,,51.684266,-3.238474,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
105,Person search,2022-02-18T04:00:00+00:00,,,51.581765000000004,-2.993072,Male,25-34,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,,
106,Person search,2022-02-18T04:00:00+00:00,,,51.581765000000004,-2.993072,Male,25-34,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,,
107,Person search,2022-02-18T10:00:00+00:00,,,51.813245,-3.035478,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
108,Person search,2022-02-18T13:00:00+00:00,,,51.585578000000005,-2.960636,Male,over 34,Black/African/Caribbean/Black British - African,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
109,Person search,2022-02-18T18:00:00+00:00,,,51.616608,-3.130223,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
110,Person search,2022-02-18T19:00:00+00:00,,,51.587019,-2.838294,Male,25-34,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,,,
111,Vehicle search,2022-02-19T00:00:00+00:00,,,51.650456,-3.040436,,,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
112,Vehicle search,2022-02-19T00:00:00+00:00,,,51.650456,-3.040436,,,,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
113,Vehicle search,2022-02-19T00:00:00+00:00,,,51.650456,-3.040436,,,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
114,Vehicle search,2022-02-19T12:00:00+00:00,,,51.677642999999996,-3.1404490000000003,,,,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
115,Vehicle search,2022-02-19T12:00:00+00:00,,,51.677642999999996,-3.1404490000000003,,,,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
116,Person search,2022-02-19T12:00:00+00:00,,,51.677642999999996,-3.1404490000000003,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
117,Person search,2022-02-19T12:00:00+00:00,,,51.677642999999996,-3.1404490000000003,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
118,Person search,2022-02-19T15:00:00+00:00,,,51.591929,-3.198759,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
119,Person search,2022-02-19T15:00:00+00:00,,,51.586865,-3.240427,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
120,Person search,2022-02-19T15:00:00+00:00,,,51.586865,-3.240427,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
121,Person search,2022-02-19T15:00:00+00:00,,,51.586865,-3.240427,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
122,Person search,2022-02-19T15:00:00+00:00,,,51.591929,-3.198759,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,,,
123,Person search,2022-02-19T15:00:00+00:00,,,51.586865,-3.240427,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
124,Person search,2022-02-19T15:00:00+00:00,,,51.591196999999994,-3.238972,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
125,Person search,2022-02-19T18:00:00+00:00,,,51.600788,-3.08881,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,,,
126,Person search,2022-02-19T18:00:00+00:00,,,51.583231,-2.970502,Male,over 34,Asian/Asian British - Any other Asian background,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,,
127,Person search,2022-02-19T18:00:00+00:00,,,51.583231,-2.970502,Male,over 34,Asian/Asian British - Any other Asian background,,Police and Criminal Evidence Act 1984 (section 1),,,,
128,Person search,2022-02-19T19:00:00+00:00,,,,,Male,25-34,Asian/Asian British - Bangladeshi,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,,
129,Person search,2022-02-19T20:00:00+00:00,,,51.668088,-3.194449,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
130,Person search,2022-02-19T21:00:00+00:00,,,51.700652000000005,-3.04179,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
131,Person search,2022-02-20T01:00:00+00:00,,,51.662068,-3.192238,Female,,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
132,Vehicle search,2022-02-20T01:00:00+00:00,,,51.662068,-3.192238,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
133,Person search,2022-02-20T01:00:00+00:00,,,51.662068,-3.192238,Male,,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
134,Person search,2022-02-20T01:00:00+00:00,,,51.662068,-3.192238,Female,,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
135,Person search,2022-02-20T02:00:00+00:00,,,51.67946,-3.186692,Male,18-24,White - Irish,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
136,Person search,2022-02-21T01:00:00+00:00,,,51.466241,-3.271301,Male,over 34,Mixed/Multiple ethnic groups - White and Black Caribbean,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
137,Vehicle search,2022-02-21T01:00:00+00:00,,,51.466241,-3.271301,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
138,Person search,2022-02-21T23:00:00+00:00,,,51.788774,-3.249686,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,,,
139,Person search,2022-02-21T23:00:00+00:00,,,51.788774,-3.249686,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,,,
140,Person search,2022-02-22T00:00:00+00:00,,,51.771894,-3.2440450000000003,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
141,Person search,2022-02-23T01:00:00+00:00,,,,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
142,Vehicle search,2022-02-23T01:00:00+00:00,,,,,,,,,Misuse of Drugs Act 1971 (section 23),,,,
143,Person search,2022-02-23T04:00:00+00:00,,,51.613155,-3.223553,Male,25-34,Mixed/Multiple ethnic groups - White and Asian,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
144,Person search,2022-02-23T04:00:00+00:00,,,,,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
145,Person search,2022-02-23T20:00:00+00:00,,,51.6805,-2.9663470000000003,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
146,Person search,2022-02-23T20:00:00+00:00,,,51.6805,-2.9663470000000003,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
147,Vehicle search,2022-02-23T21:00:00+00:00,,,51.666907,-3.0046060000000003,,,,,Misuse of Drugs Act 1971 (section 23),,,,
148,Person search,2022-02-24T14:00:00+00:00,,,51.607159,-3.231088,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
149,Person search,2022-02-24T17:00:00+00:00,,,51.569098,-2.948313,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
150,Person search,2022-02-24T18:00:00+00:00,,,51.569098,-2.948313,Male,25-34,Other ethnic group - Any other ethnic group,,Misuse of Drugs Act 1971 (section 23),,,,
151,Person search,2022-02-24T18:00:00+00:00,,,51.655876,-3.020105,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
152,Person search,2022-02-24T18:00:00+00:00,,,51.655876,-3.020105,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
153,Person search,2022-02-24T19:00:00+00:00,,,51.655813,-3.023269,Male,10-17,Asian/Asian British - Any other Asian background,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
154,Person search,2022-02-25T10:00:00+00:00,,,51.579565,-2.825631,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
155,Vehicle search,2022-02-25T10:00:00+00:00,,,51.579565,-2.825631,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
156,Person search,2022-02-25T10:00:00+00:00,,,51.579565,-2.825631,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
157,Vehicle search,2022-02-25T12:00:00+00:00,,,51.698752,-3.02787,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
158,Person search,2022-02-25T12:00:00+00:00,,,51.698752,-3.02787,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
159,Person search,2022-02-25T16:00:00+00:00,,,51.654466,-3.019885,Male,10-17,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
160,Person search,2022-02-25T20:00:00+00:00,,,51.61992,-3.126189,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
161,Person search,2022-02-26T00:00:00+00:00,,,51.663340000000005,-3.138413,Male,18-24,White - Any other White background,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
162,Person search,2022-02-26T00:00:00+00:00,,,51.663340000000005,-3.138413,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
163,Person search,2022-02-26T01:00:00+00:00,,,51.563685,-3.01703,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
164,Person search,2022-02-26T01:00:00+00:00,,,51.563685,-3.01703,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
165,Person search,2022-02-26T01:00:00+00:00,,,51.563685,-3.01703,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
166,Person search,2022-02-26T02:00:00+00:00,,,51.659356,-3.193627,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
167,Person search,2022-02-26T02:00:00+00:00,,,51.659356,-3.193627,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
168,Person search,2022-02-26T02:00:00+00:00,,,51.647866,-3.204122,Male,,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
169,Vehicle search,2022-02-26T11:00:00+00:00,,,51.659155,-3.234796,,,,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
170,Person search,2022-02-26T11:00:00+00:00,,,51.659155,-3.234796,Male,18-24,,,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,,
171,Person search,2022-02-27T08:00:00+00:00,,,,,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
172,Vehicle search,2022-02-27T14:00:00+00:00,,,51.581765000000004,-2.993072,,,,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
173,Person search,2022-02-27T14:00:00+00:00,,,51.581765000000004,-2.993072,Male,18-24,Black/African/Caribbean/Black British - African,,Misuse of Drugs Act 1971 (section 23),,,,
174,Person search,2022-02-27T14:00:00+00:00,,,51.581765000000004,-2.993072,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
175,Vehicle search,2022-02-27T14:00:00+00:00,,,51.581765000000004,-2.993072,,,,,Misuse of Drugs Act 1971 (section 23),,,,
176,Person search,2022-02-27T20:00:00+00:00,,,51.596086,-3.271993,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,,,,A no further action disposal,,
177,Person search,2022-02-27T21:00:00+00:00,,,51.569297,-2.975587,Male,18-24,Asian/Asian British - Pakistani,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
178,Person search,2022-02-28T15:00:00+00:00,,,51.642610999999995,-3.056977,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,,,
179,Vehicle search,2022-02-28T15:00:00+00:00,,,51.642610999999995,-3.056977,,,,,Misuse of Drugs Act 1971 (section 23),,,,
180,Person search,2022-02-28T21:00:00+00:00,,,51.675487,-3.020083,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
0,Person search,2022-02-01T02:00:00+00:00,,,52.886617,-3.25694,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,0.0
1,Person search,2022-02-01T02:00:00+00:00,,,52.886617,-3.25694,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,False,0.0
2,Person search,2022-02-01T04:20:00+00:00,,,53.001167,-3.073265,Male,18-24,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
3,Person search,2022-02-01T08:00:00+00:00,,,53.308882,-3.526161,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,A no further action disposal,False,0.0
4,Person search,2022-02-01T11:35:00+00:00,,,53.04381600000001,-2.971582,Male,over 34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
5,Person search,2022-02-01T15:50:00+00:00,,,53.321068000000004,-3.4931010000000002,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,A no further action disposal,False,0.0
6,Person search,2022-02-01T18:25:00+00:00,,,52.933443000000004,-4.52195,Male,10-17,Other ethnic group - Any other ethnic group,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
7,Person search,2022-02-01T22:00:00+00:00,,,53.304613,-4.629913,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
8,Person search,2022-02-02T00:57:00+00:00,,,53.315932,-3.5026339999999996,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
9,Person search,2022-02-02T13:00:00+00:00,,,53.270030000000006,-3.499164,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
10,Person search,2022-02-02T13:34:00+00:00,,,53.046161,-3.002035,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Community resolution,True,0.0
11,Person search,2022-02-02T13:34:00+00:00,,,53.046161,-3.002035,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Community resolution,True,0.0
12,Person search,2022-02-02T14:45:00+00:00,,,53.294354000000006,-3.719679,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
13,Person search,2022-02-02T20:03:00+00:00,,,53.282244999999996,-3.197171,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Stolen goods,Arrest,False,0.0
14,Person search,2022-02-02T20:31:00+00:00,,,53.289348,-3.2131060000000002,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,0.0
15,Person search,2022-02-02T22:02:00+00:00,,,53.309478000000006,-3.516051,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
16,Person search,2022-02-02T22:12:00+00:00,,,53.322603,-3.489671,Male,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,0.0
17,Person search,2022-02-02T22:12:00+00:00,,,53.322603,-3.489671,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
18,Person search,2022-02-02T23:00:00+00:00,,,53.045832,-2.98013,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,0.0
19,Person search,2022-02-02T23:00:00+00:00,,,53.044388,-2.987257,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,False,0.0
20,Person search,2022-02-02T23:00:00+00:00,,,53.045832,-2.98013,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,0.0
21,Person search,2022-02-02T23:00:00+00:00,,,53.045832,-2.98013,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,0.0
22,Person search,2022-02-02T23:01:00+00:00,,,53.041594999999994,-3.004092,Male,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,1.0
23,Person search,2022-02-03T00:20:00+00:00,,,53.219846999999994,-3.059929,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
24,Person search,2022-02-03T00:35:00+00:00,,,53.077822,-2.947164,Male,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,0.0
25,Person search,2022-02-03T00:36:00+00:00,,,53.068062,-2.938966,Male,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
26,Person search,2022-02-03T01:30:00+00:00,,,53.311368,-3.7435089999999995,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,0.0
27,Person search,2022-02-03T03:26:00+00:00,,,53.310477,-4.637179,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,0.0
28,Person search,2022-02-03T04:29:00+00:00,,,53.028783999999995,-3.026385,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
29,Person search,2022-02-03T05:03:00+00:00,,,53.294323,-3.578307,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,0.0
