,Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
304,Person search,2022-02-25T12:01:00+00:00,,,53.29348100000001,-3.582176,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
305,Person search,2022-02-25T15:00:00+00:00,,,53.045018999999996,-2.996773,Male,25-34,White - Irish,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,False,0.0
306,Person search,2022-02-25T16:50:00+00:00,,,53.311845999999996,-4.632204,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
307,Person search,2022-02-25T18:50:00+00:00,,,52.888542,-4.41809,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
308,Person search,2022-02-25T19:15:00+00:00,,,53.31089300000001,-4.633812,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,0.0
309,Person search,2022-02-25T22:05:00+00:00,,,53.199505,-2.9364619999999997,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
310,Person search,2022-02-25T23:42:00+00:00,,,53.273039000000004,-3.224701,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,True,0.0
311,Person search,2022-02-25T23:42:00+00:00,,,53.273039000000004,-3.224701,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
312,Person search,2022-02-25T23:42:00+00:00,,,53.273039000000004,-3.224701,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,True,0.0
313,Person search,2022-02-25T23:42:00+00:00,,,53.273039000000004,-3.224701,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
314,Person search,2022-02-25T23:57:00+00:00,,,53.326698,-3.477006,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,True,0.0
315,Person search,2022-02-26T00:40:00+00:00,,,53.04484300000001,-2.9931,,under 10,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
316,Person search,2022-02-26T02:00:00+00:00,,,53.134652,-4.269294,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,0.0
317,Person search,2022-02-26T04:40:00+00:00,,,53.288377000000004,-4.625329,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
318,Person search,2022-02-26T04:40:00+00:00,,,53.30224200000001,-4.6187949999999995,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
319,Person search,2022-02-26T19:20:00+00:00,,,53.221141,-3.061024,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
320,Person search,2022-02-26T19:20:00+00:00,,,53.221141,-3.061024,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
321,Person search,2022-02-26T19:20:00+00:00,,,53.221141,-3.061024,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
322,Person search,2022-02-26T19:20:00+00:00,,,53.221141,-3.061024,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
323,Person search,2022-02-26T19:20:00+00:00,,,53.221141,-3.061024,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
324,Person search,2022-02-26T19:20:00+00:00,,,53.221141,-3.061024,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
325,Person search,2022-02-26T19:54:00+00:00,,,53.409394999999996,-4.3454239999999995,Female,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,0.0
326,Person search,2022-02-26T20:00:00+00:00,,,53.204271,-3.044378,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
327,Person search,2022-02-26T20:00:00+00:00,,,53.204271,-3.044378,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
328,Person search,2022-02-26T20:25:00+00:00,,,53.314886,-3.4762230000000005,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
329,Person search,2022-02-26T20:40:00+00:00,,,53.320294999999994,-3.491633,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
330,Person search,2022-02-26T20:40:00+00:00,,,53.320294999999994,-3.491633,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
331,Person search,2022-02-26T22:50:00+00:00,,,53.255748,-4.301293,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
